Clone;molecule;conc;time;Nsurv;replicate;day
AL0;C;0.00;0;10;ControlA;18-juil
AL0;C;0.00;1;10;ControlA;18-juil
AL0;C;0.00;2;10;ControlA;18-juil
AL0;C;0.064;0;10;AA;18-juil
AL0;C;0.064;1;10;AA;18-juil
AL0;C;0.064;2;9;AA;18-juil
AL0;C;0.129;0;10;AB;18-juil
AL0;C;0.129;1;10;AB;18-juil
AL0;C;0.129;2;10;AB;18-juil
AL0;C;0.166;0;10;AC;18-juil
AL0;C;0.166;1;10;AC;18-juil
AL0;C;0.166;2;9;AC;18-juil
AL0;C;0.191;0;10;AD;18-juil
AL0;C;0.191;1;10;AD;18-juil
AL0;C;0.191;2;10;AD;18-juil
AL0;C;0.248;0;10;AE;18-juil
AL0;C;0.248;1;10;AE;18-juil
AL0;C;0.248;2;9;AE;18-juil
AL0;C;0.305;0;10;AF;18-juil
AL0;C;0.305;1;10;AF;18-juil
AL0;C;0.305;2;8;AF;18-juil
AL0;C;0.519;0;10;AG;18-juil
AL0;C;0.519;1;2;AG;18-juil
AL0;C;0.519;2;1;AG;18-juil
AL0;C;0.00;0;10;ControlB;29-juil
AL0;C;0.00;1;10;ControlB;29-juil
AL0;C;0.00;2;9;ControlB;29-juil
AL0;C;0.595;0;10;BA;29-juil
AL0;C;0.595;1;6;BA;29-juil
AL0;C;0.595;2;1;BA;29-juil
AL0;C;0.00;0;10;ControlC;05-août
AL0;C;0.00;1;10;ControlC;05-août
AL0;C;0.00;2;10;ControlC;05-août
AL0;C;0.370;0;10;CA;05-août
AL0;C;0.370;1;8;CA;05-août
AL0;C;0.370;2;5;CA;05-août
AL0;C;0.431;0;10;CB;05-août
AL0;C;0.431;1;7;CB;05-août
AL0;C;0.431;2;1;CB;05-août
AL0;C;0.00;0;20;ControlD;02-sept
AL0;C;0.00;1;20;ControlD;02-sept
AL0;C;0.00;2;20;ControlD;02-sept
AL0;C;0.064;0;10;DA;02-sept
AL0;C;0.064;1;10;DA;02-sept
AL0;C;0.064;2;10;DA;02-sept
AL0;C;0.129;0;10;DB;02-sept
AL0;C;0.129;1;10;DB;02-sept
AL0;C;0.129;2;10;DB;02-sept
AL0;C;0.166;0;10;DC;02-sept
AL0;C;0.166;1;10;DC;02-sept
AL0;C;0.166;2;10;DC;02-sept
AL0;C;0.191;0;10;DE;02-sept
AL0;C;0.191;1;10;DE;02-sept
AL0;C;0.191;2;10;DE;02-sept
AL0;C;0.248;0;10;DF;02-sept
AL0;C;0.248;1;10;DF;02-sept
AL0;C;0.248;2;9;DF;02-sept
AL0;C;0.305;0;10;DG;02-sept
AL0;C;0.305;1;9;DG;02-sept
AL0;C;0.305;2;8;DG;02-sept
AL0;C;0.370;0;10;DH;02-sept
AL0;C;0.370;1;9;DH;02-sept
AL0;C;0.370;2;5;DH;02-sept
AL0;C;0.431;0;10;DI;02-sept
AL0;C;0.431;1;5;DI;02-sept
AL0;C;0.431;2;1;DI;02-sept
AL0;C;0.519;0;10;DJ;02-sept
AL0;C;0.519;1;4;DJ;02-sept
AL0;C;0.519;2;0;DJ;02-sept
AL0;C;0.595;0;10;DK;02-sept
AL0;C;0.595;1;3;DK;02-sept
AL0;C;0.595;2;0;DK;02-sept
AL0;C;0.00;0;10;ControlE;09-sept
AL0;C;0.00;1;10;ControlE;09-sept
AL0;C;0.00;2;10;ControlE;09-sept
AL0;C;0.064;0;10;EA;09-sept
AL0;C;0.064;1;10;EA;09-sept
AL0;C;0.064;2;10;EA;09-sept
AL0;C;0.248;0;10;EB;09-sept
AL0;C;0.248;1;10;EB;09-sept
AL0;C;0.248;2;10;EB;09-sept
AL0;C;0.305;0;10;EC;09-sept
AL0;C;0.305;1;10;EC;09-sept
AL0;C;0.305;2;10;EC;09-sept
AL0;C;0.370;0;10;ED;09-sept
AL0;C;0.370;1;9;ED;09-sept
AL0;C;0.370;2;8;ED;09-sept
AL0;C;0.431;0;10;EE;09-sept
AL0;C;0.431;1;2;EE;09-sept
AL0;C;0.431;2;2;EE;09-sept
AL0;C;0.519;0;10;EF;09-sept
AL0;C;0.519;1;2;EF;09-sept
AL0;C;0.519;2;2;EF;09-sept
AL0;C;0.595;0;10;EG;09-sept
AL0;C;0.595;1;2;EG;09-sept
AL0;C;0.595;2;1;EG;09-sept
AL0;C;0.00;0;20;ControlF;15-sept
AL0;C;0.00;1;20;ControlF;15-sept
AL0;C;0.00;2;20;ControlF;15-sept
AL0;C;0.166;0;10;FA;15-sept
AL0;C;0.166;1;10;FA;15-sept
AL0;C;0.166;2;10;FA;15-sept
AL0;C;0.191;0;10;FB;15-sept
AL0;C;0.191;1;10;FB;15-sept
AL0;C;0.191;2;10;FB;15-sept
AL0;C;0.248;0;10;FC;15-sept
AL0;C;0.248;1;10;FC;15-sept
AL0;C;0.248;2;10;FC;15-sept
AL0;C;0.305;0;10;FD;15-sept
AL0;C;0.305;1;10;FD;15-sept
AL0;C;0.305;2;9;FD;15-sept
AL0;C;0.370;0;10;FE;15-sept
AL0;C;0.370;1;7;FE;15-sept
AL0;C;0.370;2;2;FE;15-sept
AL0;C;0.431;0;10;FF;15-sept
AL0;C;0.431;1;5;FF;15-sept
AL0;C;0.431;2;1;FF;15-sept
AL0;C;0.519;0;10;FG;15-sept
AL0;C;0.519;1;6;FG;15-sept
AL0;C;0.519;2;0;FG;15-sept
AL0;C;0.595;0;10;FH;15-sept
AL0;C;0.595;1;5;FH;15-sept
AL0;C;0.595;2;0;FH;15-sept
AL0;C;0.00;0;10;ControlG;16-sept
AL0;C;0.00;1;10;ControlG;16-sept
AL0;C;0.00;2;10;ControlG;16-sept
AL0;C;0.064;0;10;GA;16-sept
AL0;C;0.064;1;10;GA;16-sept
AL0;C;0.064;2;9;GA;16-sept
AL0;C;0.129;0;10;GB;16-sept
AL0;C;0.129;1;10;GB;16-sept
AL0;C;0.129;2;10;GB;16-sept
AL0;C;0.166;0;10;GC;16-sept
AL0;C;0.166;1;10;GC;16-sept
AL0;C;0.166;2;10;GC;16-sept
AL0;C;0.191;0;10;GD;16-sept
AL0;C;0.191;1;10;GD;16-sept
AL0;C;0.191;2;10;GD;16-sept
AL0;C;0.248;0;10;GE;16-sept
AL0;C;0.248;1;10;GE;16-sept
AL0;C;0.248;2;10;GE;16-sept
AL0;C;0.305;0;10;GF;16-sept
AL0;C;0.305;1;10;GF;16-sept
AL0;C;0.305;2;10;GF;16-sept
AL0;C;0.370;0;10;GG;16-sept
AL0;C;0.370;1;5;GG;16-sept
AL0;C;0.370;2;3;GG;16-sept
AL0;C;0.431;0;10;GH;16-sept
AL0;C;0.431;1;5;GH;16-sept
AL0;C;0.431;2;1;GH;16-sept
AL0;C;0.00;0;10;ControlH;22-sept
AL0;C;0.00;1;9;ControlH;22-sept
AL0;C;0.00;2;9;ControlH;22-sept
AL0;C;0.129;0;10;HA;22-sept
AL0;C;0.129;1;8;HA;22-sept
AL0;C;0.129;2;8;HA;22-sept
AL0;C;0.166;0;10;HB;22-sept
AL0;C;0.166;1;10;HB;22-sept
AL0;C;0.166;2;10;HB;22-sept
AL0;C;0.191;0;10;HC;22-sept
AL0;C;0.191;1;10;HC;22-sept
AL0;C;0.191;2;10;HC;22-sept
AL0;C;0.00;0;10;ControlI;23-sept
AL0;C;0.00;1;10;ControlI;23-sept
AL0;C;0.00;2;9;ControlI;23-sept
AL0;C;0.064;0;10;IA;23-sept
AL0;C;0.064;1;10;IA;23-sept
AL0;C;0.064;2;10;IA;23-sept
AL0;C;0.129;0;10;IB;23-sept
AL0;C;0.129;1;10;IB;23-sept
AL0;C;0.129;2;10;IB;23-sept
AL0;C;0.519;0;10;IC;23-sept
AL0;C;0.519;1;3;IC;23-sept
AL0;C;0.519;2;1;IC;23-sept
AL0;C;0.595;0;10;ID;23-sept
AL0;C;0.595;1;2;ID;23-sept
AL0;C;0.595;2;1;ID;23-sept
GO6;C;0.00;0;10;ControlA;15-juil
GO6;C;0.00;1;10;ControlA;15-juil
GO6;C;0.00;2;10;ControlA;15-juil
GO6;C;0.064;0;10;AA;15-juil
GO6;C;0.064;1;10;AA;15-juil
GO6;C;0.064;2;10;AA;15-juil
GO6;C;0.166;0;10;AB;15-juil
GO6;C;0.166;1;10;AB;15-juil
GO6;C;0.166;2;7;AB;15-juil
GO6;C;0.191;0;10;AC;15-juil
GO6;C;0.191;1;8;AC;15-juil
GO6;C;0.191;2;2;AC;15-juil
GO6;C;0.305;0;10;AD;15-juil
GO6;C;0.305;1;2;AD;15-juil
GO6;C;0.305;2;0;AD;15-juil
GO6;C;0.519;0;10;AE;15-juil
GO6;C;0.519;1;0;AE;15-juil
GO6;C;0.519;2;0;AE;15-juil
GO6;C;0.00;0;10;ControlB;23-juil
GO6;C;0.00;1;10;ControlB;23-juil
GO6;C;0.00;2;10;ControlB;23-juil
GO6;C;0.129;0;10;BA;23-juil
GO6;C;0.129;1;10;BA;23-juil
GO6;C;0.129;2;10;BA;23-juil
GO6;C;0.248;0;10;BB;23-juil
GO6;C;0.248;1;6;BB;23-juil
GO6;C;0.248;2;0;BB;23-juil
GO6;C;0.00;0;20;ControlC;08-sept
GO6;C;0.00;1;20;ControlC;08-sept
GO6;C;0.00;2;20;ControlC;08-sept
GO6;C;0.064;0;10;CA;08-sept
GO6;C;0.064;1;10;CA;08-sept
GO6;C;0.064;2;10;CA;08-sept
GO6;C;0.129;0;10;CB;08-sept
GO6;C;0.129;1;10;CB;08-sept
GO6;C;0.129;2;10;CB;08-sept
GO6;C;0.166;0;10;CC;08-sept
GO6;C;0.166;1;10;CC;08-sept
GO6;C;0.166;2;4;CC;08-sept
GO6;C;0.191;0;10;CD;08-sept
GO6;C;0.191;1;4;CD;08-sept
GO6;C;0.191;2;1;CD;08-sept
GO6;C;0.248;0;10;CE;08-sept
GO6;C;0.248;1;5;CE;08-sept
GO6;C;0.248;2;0;CE;08-sept
GO6;C;0.305;0;10;CF;08-sept
GO6;C;0.305;1;0;CF;08-sept
GO6;C;0.305;2;0;CF;08-sept
GO6;C;0.519;0;10;CG;08-sept
GO6;C;0.519;1;0;CG;08-sept
GO6;C;0.519;2;0;CG;08-sept
GO6;C;0.595;0;10;CH;08-sept
GO6;C;0.595;1;0;CH;08-sept
GO6;C;0.595;2;0;CH;08-sept
GO6;C;0.595;0;10;CI;08-sept
GO6;C;0.595;1;0;CI;08-sept
GO6;C;0.595;2;0;CI;08-sept
GO6;C;0.595;0;10;CJ;08-sept
GO6;C;0.595;1;0;CJ;08-sept
GO6;C;0.595;2;0;CJ;08-sept
GO6;C;0.00;0;10;ControlD;09-sept
GO6;C;0.00;1;10;ControlD;09-sept
GO6;C;0.00;2;10;ControlD;09-sept
GO6;C;0.064;0;10;DAA;09-sept
GO6;C;0.064;1;10;DAA;09-sept
GO6;C;0.064;2;10;DAA;09-sept
GO6;C;0.129;0;10;DA;09-sept
GO6;C;0.129;1;10;DA;09-sept
GO6;C;0.129;2;9;DA;09-sept
GO6;C;0.166;0;10;DB;09-sept
GO6;C;0.166;1;4;DB;09-sept
GO6;C;0.166;2;2;DB;09-sept
GO6;C;0.191;0;10;DC;09-sept
GO6;C;0.191;1;2;DC;09-sept
GO6;C;0.191;2;0;DC;09-sept
GO6;C;0.248;0;10;DD;09-sept
GO6;C;0.248;1;1;DD;09-sept
GO6;C;0.248;2;0;DD;09-sept
GO6;C;0.00;0;10;ControlE;15-sept
GO6;C;0.00;1;10;ControlE;15-sept
GO6;C;0.00;2;10;ControlE;15-sept
GO6;C;0.305;0;10;EAA;15-sept
GO6;C;0.305;1;6;EAA;15-sept
GO6;C;0.305;2;2;EAA;15-sept
GO6;C;0.519;0;10;EA;15-sept
GO6;C;0.519;1;0;EA;15-sept
GO6;C;0.519;2;0;EA;15-sept
GO6;C;0.595;0;10;EB;15-sept
GO6;C;0.595;1;0;EB;15-sept
GO6;C;0.595;2;0;EB;15-sept
GO6;C;0.595;0;10;EC;15-sept
GO6;C;0.595;1;0;EC;15-sept
GO6;C;0.595;2;0;EC;15-sept
GO6;C;0.00;0;10;ControlF;16-sept
GO6;C;0.00;1;10;ControlF;16-sept
GO6;C;0.00;2;10;ControlF;16-sept
GO6;C;0.064;0;10;FA;16-sept
GO6;C;0.064;1;10;FA;16-sept
GO6;C;0.064;2;10;FA;16-sept
GO6;C;0.129;0;10;FB;16-sept
GO6;C;0.129;1;10;FB;16-sept
GO6;C;0.129;2;5;FB;16-sept
GO6;C;0.00;0;20;ControlG;22-sept
GO6;C;0.00;1;20;ControlG;22-sept
GO6;C;0.00;2;20;ControlG;22-sept
GO6;C;0.166;0;10;GA;22-sept
GO6;C;0.166;1;6;GA;22-sept
GO6;C;0.166;2;3;GA;22-sept
GO6;C;0.191;0;10;GB;22-sept
GO6;C;0.191;1;3;GB;22-sept
GO6;C;0.191;2;0;GB;22-sept
GO6;C;0.248;0;10;GC;22-sept
GO6;C;0.248;1;2;GC;22-sept
GO6;C;0.248;2;0;GC;22-sept
GO6;C;0.305;0;10;GD;22-sept
GO6;C;0.305;1;0;GD;22-sept
GO6;C;0.305;2;0;GD;22-sept
GO6;C;0.519;0;10;GE;22-sept
GO6;C;0.519;1;0;GE;22-sept
GO6;C;0.519;2;0;GE;22-sept
GO6;C;0.519;0;10;GF;22-sept
GO6;C;0.519;1;0;GF;22-sept
GO6;C;0.519;2;0;GF;22-sept
GO6;C;0.00;0;20;ControlH;29-sept
GO6;C;0.00;1;20;ControlH;29-sept
GO6;C;0.00;2;19;ControlH;29-sept
GO6;C;0.064;0;10;HA;29-sept
GO6;C;0.064;1;10;HA;29-sept
GO6;C;0.064;2;10;HA;29-sept
GO6;C;0.129;0;10;HB;29-sept
GO6;C;0.129;1;10;HB;29-sept
GO6;C;0.129;2;8;HB;29-sept
GO6;C;0.166;0;10;HC;29-sept
GO6;C;0.166;1;7;HC;29-sept
GO6;C;0.166;2;5;HC;29-sept
GO6;C;0.191;0;10;HD;29-sept
GO6;C;0.191;1;9;HD;29-sept
GO6;C;0.191;2;2;HD;29-sept
GO6;C;0.248;0;10;HE;29-sept
GO6;C;0.248;1;2;HE;29-sept
GO6;C;0.248;2;0;HE;29-sept
GO6;C;0.305;0;10;HF;29-sept
GO6;C;0.305;1;3;HF;29-sept
GO6;C;0.305;2;0;HF;29-sept
LA0;C;0.00;0;10;ControlA;09-sept
LA0;C;0.00;1;10;ControlA;09-sept
LA0;C;0.00;2;10;ControlA;09-sept
LA0;C;0.064;0;10;AA;09-sept
LA0;C;0.064;1;9;AA;09-sept
LA0;C;0.064;2;9;AA;09-sept
LA0;C;0.129;0;10;AB;09-sept
LA0;C;0.129;1;8;AB;09-sept
LA0;C;0.129;2;8;AB;09-sept
LA0;C;0.166;0;10;AC;09-sept
LA0;C;0.166;1;7;AC;09-sept
LA0;C;0.166;2;1;AC;09-sept
LA0;C;0.191;0;10;AD;09-sept
LA0;C;0.191;1;1;AD;09-sept
LA0;C;0.191;2;0;AD;09-sept
LA0;C;0.248;0;10;AE;09-sept
LA0;C;0.248;1;2;AE;09-sept
LA0;C;0.248;2;0;AE;09-sept
LA0;C;0.305;0;10;AF;09-sept
LA0;C;0.305;1;0;AF;09-sept
LA0;C;0.305;2;0;AF;09-sept
LA0;C;0.519;0;10;AG;09-sept
LA0;C;0.519;1;0;AG;09-sept
LA0;C;0.519;2;0;AG;09-sept
LA0;C;0.00;0;10;ControlB;10-sept
LA0;C;0.00;1;10;ControlB;10-sept
LA0;C;0.00;2;10;ControlB;10-sept
LA0;C;0.519;0;10;BA;10-sept
LA0;C;0.519;1;0;BA;10-sept
LA0;C;0.519;2;0;BA;10-sept
LA0;C;0.519;0;10;BB;10-sept
LA0;C;0.519;1;0;BB;10-sept
LA0;C;0.519;2;0;BB;10-sept
LA0;C;0.595;0;10;BC;10-sept
LA0;C;0.595;1;0;BC;10-sept
LA0;C;0.595;2;0;BC;10-sept
LA0;C;0.595;0;10;BD;10-sept
LA0;C;0.595;1;0;BD;10-sept
LA0;C;0.595;2;0;BD;10-sept
LA0;C;0.00;0;20;ControlC;15-sept
LA0;C;0.00;1;20;ControlC;15-sept
LA0;C;0.00;2;20;ControlC;15-sept
LA0;C;0.064;0;10;CA;15-sept
LA0;C;0.064;1;10;CA;15-sept
LA0;C;0.064;2;10;CA;15-sept
LA0;C;0.129;0;10;CB;15-sept
LA0;C;0.129;1;5;CB;15-sept
LA0;C;0.129;2;4;CB;15-sept
LA0;C;0.166;0;10;CC;15-sept
LA0;C;0.166;1;3;CC;15-sept
LA0;C;0.166;2;1;CC;15-sept
LA0;C;0.191;0;10;CD;15-sept
LA0;C;0.191;1;4;CD;15-sept
LA0;C;0.191;2;0;CD;15-sept
LA0;C;0.248;0;10;CE;15-sept
LA0;C;0.248;1;2;CE;15-sept
LA0;C;0.248;2;0;CE;15-sept
LA0;C;0.305;0;10;CF;15-sept
LA0;C;0.305;1;0;CF;15-sept
LA0;C;0.305;2;0;CF;15-sept
LA0;C;0.595;0;10;CG;15-sept
LA0;C;0.595;1;0;CG;15-sept
LA0;C;0.595;2;0;CG;15-sept
LA0;C;0.00;0;10;ControlD;16-sept
LA0;C;0.00;1;10;ControlD;16-sept
LA0;C;0.00;2;10;ControlD;16-sept
LA0;C;0.064;0;10;DA;16-sept
LA0;C;0.064;1;10;DA;16-sept
LA0;C;0.064;2;10;DA;16-sept
LA0;C;0.129;0;10;DB;16-sept
LA0;C;0.129;1;5;DB;16-sept
LA0;C;0.129;2;3;DB;16-sept
LA0;C;0.166;0;10;DC;16-sept
LA0;C;0.166;1;4;DC;16-sept
LA0;C;0.166;2;3;DC;16-sept
LA0;C;0.191;0;10;DD;16-sept
LA0;C;0.191;1;4;DD;16-sept
LA0;C;0.191;2;0;DD;16-sept
LA0;C;0.248;0;10;DE;16-sept
LA0;C;0.248;1;0;DE;16-sept
LA0;C;0.248;2;0;DE;16-sept
LA0;C;0.00;0;10;ControlE;22-sept
LA0;C;0.00;1;10;ControlE;22-sept
LA0;C;0.00;2;10;ControlE;22-sept
LA0;C;0.305;0;10;EA;22-sept
LA0;C;0.305;1;0;EA;22-sept
LA0;C;0.305;2;0;EA;22-sept
LA0;C;0.519;0;10;EB;22-sept
LA0;C;0.519;1;0;EB;22-sept
LA0;C;0.519;2;0;EB;22-sept
LA0;C;0.595;0;10;EC;22-sept
LA0;C;0.595;1;0;EC;22-sept
LA0;C;0.595;2;0;EC;22-sept
LA0;C;0.00;0;10;ControlF;23-sept
LA0;C;0.00;1;10;ControlF;23-sept
LA0;C;0.00;2;10;ControlF;23-sept
LA0;C;0.129;0;10;FA;23-sept
LA0;C;0.129;1;5;FA;23-sept
LA0;C;0.129;2;5;FA;23-sept
LA0;C;0.191;0;10;FB;23-sept
LA0;C;0.191;1;4;FB;23-sept
LA0;C;0.191;2;1;FB;23-sept
LA0;C;0.305;0;10;FC;23-sept
LA0;C;0.305;1;0;FC;23-sept
LA0;C;0.305;2;0;FC;23-sept
LA0;C;0.595;0;10;FD;23-sept
LA0;C;0.595;1;0;FD;23-sept
LA0;C;0.595;2;0;FD;23-sept
LA0;C;0.00;0;20;ControlG;24-sept
LA0;C;0.00;1;20;ControlG;24-sept
LA0;C;0.00;2;20;ControlG;24-sept
LA0;C;0.064;0;10;GA;24-sept
LA0;C;0.064;1;10;GA;24-sept
LA0;C;0.064;2;10;GA;24-sept
LA0;C;0.064;0;10;GB;24-sept
LA0;C;0.064;1;10;GB;24-sept
LA0;C;0.064;2;10;GB;24-sept
LA0;C;0.129;0;10;GC;24-sept
LA0;C;0.129;1;8;GC;24-sept
LA0;C;0.129;2;6;GC;24-sept
LA0;C;0.166;0;10;GD;24-sept
LA0;C;0.166;1;4;GD;24-sept
LA0;C;0.166;2;1;GD;24-sept
LA0;C;0.166;0;10;GE;24-sept
LA0;C;0.166;1;6;GE;24-sept
LA0;C;0.166;2;4;GE;24-sept
LA0;C;0.191;0;10;GF;24-sept
LA0;C;0.191;1;3;GF;24-sept
LA0;C;0.191;2;0;GF;24-sept
LA0;C;0.248;0;10;GH;24-sept
LA0;C;0.248;1;0;GH;24-sept
LA0;C;0.248;2;0;GH;24-sept
LA0;C;0.248;0;10;GI;24-sept
LA0;C;0.248;1;1;GI;24-sept
LA0;C;0.248;2;0;GI;24-sept
LA0;C;0.305;0;10;GJ;24-sept
LA0;C;0.305;1;2;GJ;24-sept
LA0;C;0.305;2;0;GJ;24-sept
LA0;C;0.519;0;10;GK;24-sept
LA0;C;0.519;1;0;GK;24-sept
LA0;C;0.519;2;0;GK;24-sept
PE7;C;0.00;0;20;ControlA;29-juil
PE7;C;0.00;1;20;ControlA;29-juil
PE7;C;0.00;2;20;ControlA;29-juil
PE7;C;0.064;0;10;AA;29-juil
PE7;C;0.064;1;10;AA;29-juil
PE7;C;0.064;2;10;AA;29-juil
PE7;C;0.129;0;10;AB;29-juil
PE7;C;0.129;1;8;AB;29-juil
PE7;C;0.129;2;8;AB;29-juil
PE7;C;0.166;0;10;AC;29-juil
PE7;C;0.166;1;8;AC;29-juil
PE7;C;0.166;2;2;AC;29-juil
PE7;C;0.191;0;10;AD;29-juil
PE7;C;0.191;1;4;AD;29-juil
PE7;C;0.191;2;4;AD;29-juil
PE7;C;0.248;0;10;AE;29-juil
PE7;C;0.248;1;2;AE;29-juil
PE7;C;0.248;2;0;AE;29-juil
PE7;C;0.305;0;10;AF;29-juil
PE7;C;0.305;1;3;AF;29-juil
PE7;C;0.305;2;0;AF;29-juil
PE7;C;0.519;0;10;AG;29-juil
PE7;C;0.519;1;0;AG;29-juil
PE7;C;0.519;2;0;AG;29-juil
PE7;C;0.595;0;10;AH;29-juil
PE7;C;0.595;1;0;AH;29-juil
PE7;C;0.595;2;0;AH;29-juil
PE7;C;0.00;0;10;ControlB;06-août
PE7;C;0.00;1;10;ControlB;06-août
PE7;C;0.00;2;10;ControlB;06-août
PE7;C;0.064;0;10;BA;06-août
PE7;C;0.064;1;10;BA;06-août
PE7;C;0.064;2;10;BA;06-août
PE7;C;0.129;0;10;BB;06-août
PE7;C;0.129;1;6;BB;06-août
PE7;C;0.129;2;3;BB;06-août
PE7;C;0.166;0;10;BC;06-août
PE7;C;0.166;1;2;BC;06-août
PE7;C;0.166;2;1;BC;06-août
PE7;C;0.191;0;10;BD;06-août
PE7;C;0.191;1;1;BD;06-août
PE7;C;0.191;2;0;BD;06-août
PE7;C;0.248;0;10;BE;06-août
PE7;C;0.248;1;3;BE;06-août
PE7;C;0.248;2;0;BE;06-août
PE7;C;0.305;0;10;BF;06-août
PE7;C;0.305;1;0;BF;06-août
PE7;C;0.305;2;0;BF;06-août
PE7;C;0.519;0;10;BG;06-août
PE7;C;0.519;1;0;BG;06-août
PE7;C;0.519;2;0;BG;06-août
PE7;C;0.595;0;10;BH;06-août
PE7;C;0.595;1;0;BH;06-août
PE7;C;0.595;2;0;BH;06-août
PE7;C;0.00;0;20;ControlC;13-août
PE7;C;0.00;1;20;ControlC;13-août
PE7;C;0.00;2;20;ControlC;13-août
PE7;C;0.064;0;10;CA;13-août
PE7;C;0.064;1;10;CA;13-août
PE7;C;0.064;2;10;CA;13-août
PE7;C;0.064;0;10;CB;13-août
PE7;C;0.064;1;9;CB;13-août
PE7;C;0.064;2;9;CB;13-août
PE7;C;0.129;0;10;CC;13-août
PE7;C;0.129;1;9;CC;13-août
