Clone;molecule;conc;time;Nsurv;replicate;day
LA0;M;0.00;2;19;ControlC;27-août
LA0;M;0.258;0;10;CA;27-août
LA0;M;0.258;1;9;CA;27-août
LA0;M;0.258;2;8;CA;27-août
LA0;M;0.258;0;10;CB;27-août
LA0;M;0.258;1;8;CB;27-août
LA0;M;0.258;2;7;CB;27-août
LA0;M;0.507;0;10;CC;27-août
LA0;M;0.507;1;6;CC;27-août
LA0;M;0.507;2;5;CC;27-août
LA0;M;0.9930;0;10;CD;27-août
LA0;M;0.9930;1;0;CD;27-août
LA0;M;0.9930;2;0;CD;27-août
LA0;M;1.255;0;10;CE;27-août
LA0;M;1.255;1;0;CE;27-août
LA0;M;1.255;2;0;CE;27-août
LA0;M;2.0380;0;10;CF;27-août
LA0;M;2.0380;1;0;CF;27-août
LA0;M;2.0380;2;0;CF;27-août
LA0;M;3.0160;0;10;CG;27-août
LA0;M;3.0160;1;0;CG;27-août
LA0;M;3.0160;2;0;CG;27-août
LA0;M;4.9960;0;10;CH;27-août
LA0;M;4.9960;1;0;CH;27-août
LA0;M;4.9960;2;0;CH;27-août
LA0;M;0.00;0;20;ControlD;01-sept
LA0;M;0.00;1;20;ControlD;01-sept
LA0;M;0.00;2;19;ControlD;01-sept
LA0;M;0.258;0;10;DA;01-sept
LA0;M;0.258;1;10;DA;01-sept
LA0;M;0.258;2;10;DA;01-sept
LA0;M;0.258;0;10;DB;01-sept
LA0;M;0.258;1;10;DB;01-sept
LA0;M;0.258;2;10;DB;01-sept
LA0;M;0.507;0;10;DC;01-sept
LA0;M;0.507;1;10;DC;01-sept
LA0;M;0.507;2;10;DC;01-sept
LA0;M;0.9930;0;10;DD;01-sept
LA0;M;0.9930;1;7;DD;01-sept
LA0;M;0.9930;2;1;DD;01-sept
LA0;M;1.255;0;10;DE;01-sept
LA0;M;1.255;1;6;DE;01-sept
LA0;M;1.255;2;0;DE;01-sept
LA0;M;1.5200;0;10;DF;01-sept
LA0;M;1.5200;1;1;DF;01-sept
LA0;M;1.5200;2;0;DF;01-sept
LA0;M;1.5200;0;10;DG;01-sept
LA0;M;1.5200;1;3;DG;01-sept
LA0;M;1.5200;2;0;DG;01-sept
LA0;M;1.762;0;10;DH;01-sept
LA0;M;1.762;1;1;DH;01-sept
LA0;M;1.762;2;0;DH;01-sept
LA0;M;1.762;0;10;DI;01-sept
LA0;M;1.762;1;0;DI;01-sept
LA0;M;1.762;2;0;DI;01-sept
LA0;M;2.0380;0;10;DJ;01-sept
LA0;M;2.0380;1;1;DJ;01-sept
LA0;M;2.0380;2;0;DJ;01-sept
LA0;M;3.0160;0;10;DK;01-sept
LA0;M;3.0160;1;0;DK;01-sept
LA0;M;3.0160;2;0;DK;01-sept
LA0;M;4.9960;0;10;DL;01-sept
LA0;M;4.9960;1;0;DL;01-sept
LA0;M;4.9960;2;0;DL;01-sept
LA0;M;4.9960;0;10;DM;01-sept
LA0;M;4.9960;1;0;DM;01-sept
LA0;M;4.9960;2;0;DM;01-sept
LA0;M;4.9960;0;10;DN;01-sept
LA0;M;4.9960;1;0;DN;01-sept
LA0;M;4.9960;2;0;DN;01-sept
LA0;M;0.00;0;20;EControl;02-sept
LA0;M;0.00;1;20;EControl;02-sept
LA0;M;0.00;2;20;EControl;02-sept
LA0;M;0.258;0;10;EA;02-sept
LA0;M;0.258;1;10;EA;02-sept
LA0;M;0.258;2;10;EA;02-sept
LA0;M;0.507;0;10;EB;02-sept
LA0;M;0.507;1;9;EB;02-sept
LA0;M;0.507;2;9;EB;02-sept
LA0;M;0.9930;0;10;EC;02-sept
LA0;M;0.9930;1;4;EC;02-sept
LA0;M;0.9930;2;0;EC;02-sept
LA0;M;1.255;0;10;ED;02-sept
LA0;M;1.255;1;0;ED;02-sept
LA0;M;1.255;2;0;ED;02-sept
LA0;M;1.5200;0;10;EF;02-sept
LA0;M;1.5200;1;0;EF;02-sept
LA0;M;1.5200;2;0;EF;02-sept
LA0;M;1.762;0;10;EG;02-sept
LA0;M;1.762;1;0;EG;02-sept
LA0;M;1.762;2;0;EG;02-sept
LA0;M;2.0380;0;10;EH;02-sept
LA0;M;2.0380;1;0;EH;02-sept
LA0;M;2.0380;2;0;EH;02-sept
LA0;M;3.0160;0;10;EI;02-sept
LA0;M;3.0160;1;0;EI;02-sept
LA0;M;3.0160;2;0;EI;02-sept
LA0;M;0.00;0;10;ControlF;08-sept
LA0;M;0.00;1;10;ControlF;08-sept
LA0;M;0.00;2;10;ControlF;08-sept
LA0;M;0.507;0;10;FA;08-sept
LA0;M;0.507;1;10;FA;08-sept
LA0;M;0.507;2;10;FA;08-sept
LA0;M;0.9930;0;10;FB;08-sept
LA0;M;0.9930;1;9;FB;08-sept
LA0;M;0.9930;2;3;FB;08-sept
LA0;M;1.255;0;10;FC;08-sept
LA0;M;1.255;1;7;FC;08-sept
LA0;M;1.255;2;0;FC;08-sept
LA0;M;1.5200;0;10;FD;08-sept
LA0;M;1.5200;1;0;FD;08-sept
LA0;M;1.5200;2;0;FD;08-sept
LA0;M;1.762;0;10;FE;08-sept
LA0;M;1.762;1;0;FE;08-sept
LA0;M;1.762;2;0;FE;08-sept
LA0;M;4.9960;0;10;FF;08-sept
LA0;M;4.9960;1;0;FF;08-sept
LA0;M;4.9960;2;0;FF;08-sept
LA0;M;0.00;0;10;ControlG;10-sept
LA0;M;0.00;1;10;ControlG;10-sept
LA0;M;0.00;2;10;ControlG;10-sept
LA0;M;2.0380;0;10;GA;10-sept
LA0;M;2.0380;1;0;GA;10-sept
LA0;M;2.0380;2;0;GA;10-sept
LA0;M;3.0160;0;10;GB;10-sept
LA0;M;3.0160;1;0;GB;10-sept
LA0;M;3.0160;2;0;GB;10-sept
PE7;M;0.00;0;20;ControlA;03-mars
PE7;M;0.00;1;20;ControlA;03-mars
PE7;M;0.00;2;20;ControlA;03-mars
PE7;M;0.9930;0;10;AA;03-mars
PE7;M;0.9930;1;6;AA;03-mars
PE7;M;0.9930;2;3;AA;03-mars
PE7;M;1.255;0;10;AB;03-mars
PE7;M;1.255;1;6;AB;03-mars
PE7;M;1.255;2;0;AB;03-mars
PE7;M;1.5200;0;10;AC;03-mars
PE7;M;1.5200;1;2;AC;03-mars
PE7;M;1.5200;2;0;AC;03-mars
PE7;M;1.762;0;10;AD;03-mars
PE7;M;1.762;1;0;AD;03-mars
PE7;M;1.762;2;0;AD;03-mars
PE7;M;2.0380;0;10;AE;03-mars
PE7;M;2.0380;1;0;AE;03-mars
PE7;M;2.0380;2;0;AE;03-mars
PE7;M;3.0160;0;10;AF;03-mars
PE7;M;3.0160;1;0;AF;03-mars
PE7;M;3.0160;2;0;AF;03-mars
PE7;M;0.00;0;20;ControlB;04-mars
PE7;M;0.00;1;20;ControlB;04-mars
PE7;M;0.00;2;19;ControlB;04-mars
PE7;M;0.9930;0;10;BA;04-mars
PE7;M;0.9930;1;8;BA;04-mars
PE7;M;0.9930;2;6;BA;04-mars
PE7;M;1.255;0;10;BB;04-mars
PE7;M;1.255;1;4;BB;04-mars
PE7;M;1.255;2;2;BB;04-mars
PE7;M;1.5200;0;10;BC;04-mars
PE7;M;1.5200;1;5;BC;04-mars
PE7;M;1.5200;2;4;BC;04-mars
PE7;M;1.762;0;10;BD;04-mars
PE7;M;1.762;1;6;BD;04-mars
PE7;M;1.762;2;1;BD;04-mars
PE7;M;2.0380;0;10;BE;04-mars
PE7;M;2.0380;1;2;BE;04-mars
PE7;M;2.0380;2;0;BE;04-mars
PE7;M;3.0160;0;10;BF;04-mars
PE7;M;3.0160;1;1;BF;04-mars
PE7;M;3.0160;2;0;BF;04-mars
PE7;M;0.00;0;10;ControlC;10-juin
PE7;M;0.00;1;10;ControlC;10-juin
PE7;M;0.00;2;10;ControlC;10-juin
PE7;M;0.9930;0;10;CA;10-juin
PE7;M;0.9930;1;10;CA;10-juin
PE7;M;0.9930;2;7;CA;10-juin
PE7;M;1.255;0;10;CB;10-juin
PE7;M;1.255;1;9;CB;10-juin
PE7;M;1.255;2;6;CB;10-juin
PE7;M;1.5200;0;10;CC;10-juin
PE7;M;1.5200;1;8;CC;10-juin
PE7;M;1.5200;2;2;CC;10-juin
PE7;M;1.762;0;10;CD;10-juin
PE7;M;1.762;1;6;CD;10-juin
PE7;M;1.762;2;0;CD;10-juin
PE7;M;2.0380;0;10;CE;10-juin
PE7;M;2.0380;1;4;CE;10-juin
PE7;M;2.0380;2;0;CE;10-juin
PE7;M;3.0160;0;10;CF;10-juin
PE7;M;3.0160;1;0;CF;10-juin
PE7;M;3.0160;2;0;CF;10-juin
PE7;M;0.00;0;20;ControlD;15-juin
PE7;M;0.00;1;20;ControlD;15-juin
PE7;M;0.00;2;20;ControlD;15-juin
PE7;M;0.9930;0;10;DA;15-juin
PE7;M;0.9930;1;7;DA;15-juin
PE7;M;0.9930;2;6;DA;15-juin
PE7;M;1.255;0;10;DB;15-juin
PE7;M;1.255;1;8;DB;15-juin
PE7;M;1.255;2;7;DB;15-juin
PE7;M;1.5200;0;10;DC;15-juin
PE7;M;1.5200;1;7;DC;15-juin
PE7;M;1.5200;2;1;DC;15-juin
PE7;M;1.762;0;10;DD;15-juin
PE7;M;1.762;1;7;DD;15-juin
PE7;M;1.762;2;3;DD;15-juin
PE7;M;2.0380;0;10;DE;15-juin
PE7;M;2.0380;1;5;DE;15-juin
PE7;M;2.0380;2;0;DE;15-juin
PE7;M;3.0160;0;10;DF;15-juin
PE7;M;3.0160;1;0;DF;15-juin
PE7;M;3.0160;2;0;DF;15-juin
PE7;M;0.00;0;10;ControlE;23-juil
PE7;M;0.00;1;10;ControlE;23-juil
PE7;M;0.00;2;10;ControlE;23-juil
PE7;M;0.507;0;10;EA;23-juil
PE7;M;0.507;1;9;EA;23-juil
PE7;M;0.507;2;8;EA;23-juil
PE7;M;0.507;0;10;EB;23-juil
PE7;M;0.507;1;10;EB;23-juil
PE7;M;0.507;2;8;EB;23-juil
PE7;M;0.507;0;10;EC;23-juil
PE7;M;0.507;1;10;EC;23-juil
PE7;M;0.507;2;10;EC;23-juil
PE7;M;0.507;0;10;ED;23-juil
PE7;M;0.507;1;10;ED;23-juil
PE7;M;0.507;2;8;ED;23-juil
PE7;M;0.00;0;10;ControlF;28-juil
PE7;M;0.00;1;10;ControlF;28-juil
PE7;M;0.00;2;10;ControlF;28-juil
PE7;M;0.507;0;10;FA;28-juil
PE7;M;0.507;1;10;FA;28-juil
PE7;M;0.507;2;7;FA;28-juil
PE7;M;0.9930;0;10;FB;28-juil
PE7;M;0.9930;1;6;FB;28-juil
PE7;M;0.9930;2;2;FB;28-juil
PE7;M;1.255;0;10;FC;28-juil
PE7;M;1.255;1;1;FC;28-juil
PE7;M;1.255;2;0;FC;28-juil
PE7;M;1.5200;0;10;FD;28-juil
PE7;M;1.5200;1;0;FD;28-juil
PE7;M;1.5200;2;0;FD;28-juil
PE7;M;2.0380;0;10;FE;28-juil
PE7;M;2.0380;1;0;FE;28-juil
PE7;M;2.0380;2;0;FE;28-juil
PE7;M;4.9960;0;10;FF;28-juil
PE7;M;4.9960;1;0;FF;28-juil
PE7;M;4.9960;2;0;FF;28-juil
PE7;M;0.00;0;10;ControlG;04-août
PE7;M;0.00;1;10;ControlG;04-août
PE7;M;0.00;2;10;ControlG;04-août
PE7;M;1.762;0;10;GA;04-août
PE7;M;1.762;1;0;GA;04-août
PE7;M;1.762;2;0;GA;04-août
PE7;M;3.0160;0;10;GB;04-août
PE7;M;3.0160;1;0;GB;04-août
PE7;M;3.0160;2;0;GB;04-août
PE7;M;4.9960;0;10;GC;04-août
PE7;M;4.9960;1;0;GC;04-août
PE7;M;4.9960;2;0;GC;04-août
PE7;M;4.9960;0;10;GD;04-août
PE7;M;4.9960;1;0;GD;04-août
PE7;M;4.9960;2;0;GD;04-août
PE7;M;0.00;0;20;ControlH;05-août
PE7;M;0.00;1;20;ControlH;05-août
PE7;M;0.00;2;20;ControlH;05-août
PE7;M;4.9960;0;10;HA;05-août
PE7;M;4.9960;1;0;HA;05-août
PE7;M;4.9960;2;0;HA;05-août
PE7;M;4.9960;0;10;HB;05-août
PE7;M;4.9960;1;0;HB;05-août
PE7;M;4.9960;2;0;HB;05-août
PE7;M;0.00;0;10;ControlI;11-août
PE7;M;0.00;1;9;ControlI;11-août
PE7;M;0.00;2;9;ControlI;11-août
PE7;M;0.258;0;10;IA;11-août
PE7;M;0.258;1;10;IA;11-août
PE7;M;0.258;2;9;IA;11-août
PE7;M;0.507;0;10;IB;11-août
PE7;M;0.507;1;10;IB;11-août
PE7;M;0.507;2;10;IB;11-août
PE7;M;0.00;0;10;ControlJ;19-août
PE7;M;0.00;1;10;ControlJ;19-août
PE7;M;0.00;2;9;ControlJ;19-août
PE7;M;0.258;0;10;JA;19-août
PE7;M;0.258;1;10;JA;19-août
PE7;M;0.258;2;10;JA;19-août
PE7;M;0.258;0;10;JB;19-août
PE7;M;0.258;1;10;JB;19-août
PE7;M;0.258;2;10;JB;19-août
PE7;M;0.258;0;10;JC;19-août
PE7;M;0.258;1;9;JC;19-août
PE7;M;0.258;2;9;JC;19-août
PE7;M;0.258;0;10;JD;19-août
PE7;M;0.258;1;10;JD;19-août
PE7;M;0.258;2;10;JD;19-août
P16;M;0.00;0;10;ControlA;01-juil
P16;M;0.00;1;10;ControlA;01-juil
P16;M;0.00;2;10;ControlA;01-juil
P16;M;0.9930;0;10;AA;01-juil
P16;M;0.9930;1;8;AA;01-juil
P16;M;0.9930;2;8;AA;01-juil
P16;M;1.255;0;10;AB;01-juil
P16;M;1.255;1;7;AB;01-juil
P16;M;1.255;2;3;AB;01-juil
P16;M;1.5200;0;10;AC;01-juil
P16;M;1.5200;1;2;AC;01-juil
P16;M;1.5200;2;1;AC;01-juil
P16;M;1.762;0;10;AD;01-juil
P16;M;1.762;1;4;AD;01-juil
P16;M;1.762;2;0;AD;01-juil
P16;M;2.0380;0;10;AE;01-juil
P16;M;2.0380;1;0;AE;01-juil
P16;M;2.0380;2;0;AE;01-juil
P16;M;3.0160;0;10;AF;01-juil
P16;M;3.0160;1;2;AF;01-juil
P16;M;3.0160;2;0;AF;01-juil
P16;M;0.00;0;10;ControlB;01-juil
P16;M;0.00;1;10;ControlB;01-juil
P16;M;0.00;2;9;ControlB;01-juil
P16;M;0.9930;0;10;BA;01-juil
P16;M;0.9930;1;9;BA;01-juil
P16;M;0.9930;2;5;BA;01-juil
P16;M;1.255;0;10;BB;01-juil
P16;M;1.255;1;7;BB;01-juil
P16;M;1.255;2;4;BB;01-juil
P16;M;1.5200;0;10;BC;01-juil
P16;M;1.5200;1;7;BC;01-juil
P16;M;1.5200;2;1;BC;01-juil
P16;M;1.762;0;10;BD;01-juil
P16;M;1.762;1;6;BD;01-juil
P16;M;1.762;2;2;BD;01-juil
P16;M;2.0380;0;10;BE;01-juil
P16;M;2.0380;1;0;BE;01-juil
P16;M;2.0380;2;0;BE;01-juil
P16;M;3.0160;0;10;BF;01-juil
P16;M;3.0160;1;4;BF;01-juil
P16;M;3.0160;2;0;BF;01-juil
P16;M;0.00;0;10;ControlC;07-juil
P16;M;0.00;1;10;ControlC;07-juil
P16;M;0.00;2;10;ControlC;07-juil
P16;M;0.507;0;10;CAA;07-juil
P16;M;0.507;1;10;CAA;07-juil
P16;M;0.507;2;10;CAA;07-juil
P16;M;0.507;0;10;CAB;07-juil
P16;M;0.507;1;10;CAB;07-juil
P16;M;0.507;2;10;CAB;07-juil
P16;M;0.9930;0;10;CA;07-juil
P16;M;0.9930;1;9;CA;07-juil
P16;M;0.9930;2;4;CA;07-juil
P16;M;1.255;0;10;CB;07-juil
P16;M;1.255;1;9;CB;07-juil
P16;M;1.255;2;2;CB;07-juil
P16;M;1.5200;0;10;CC;07-juil
P16;M;1.5200;1;7;CC;07-juil
P16;M;1.5200;2;0;CC;07-juil
P16;M;1.762;0;10;CD;07-juil
P16;M;1.762;1;3;CD;07-juil
P16;M;1.762;2;0;CD;07-juil
P16;M;2.0380;0;10;CE;07-juil
P16;M;2.0380;1;0;CE;07-juil
P16;M;2.0380;2;0;CE;07-juil
P16;M;3.0160;0;10;CF;07-juil
P16;M;3.0160;1;0;CF;07-juil
P16;M;3.0160;2;0;CF;07-juil
P16;M;0.00;0;10;ControlD;08-juil
P16;M;0.00;1;9;ControlD;08-juil
P16;M;0.00;2;9;ControlD;08-juil
P16;M;0.507;0;10;DAA;08-juil
P16;M;0.507;1;10;DAA;08-juil
P16;M;0.507;2;10;DAA;08-juil
P16;M;0.9930;0;10;DA;08-juil
P16;M;0.9930;1;8;DA;08-juil
P16;M;0.9930;2;7;DA;08-juil
P16;M;1.255;0;10;DB;08-juil
P16;M;1.255;1;7;DB;08-juil
P16;M;1.255;2;5;DB;08-juil
P16;M;1.5200;0;10;DC;08-juil
P16;M;1.5200;1;5;DC;08-juil
P16;M;1.5200;2;2;DC;08-juil
P16;M;1.762;0;10;DD;08-juil
P16;M;1.762;1;4;DD;08-juil
P16;M;1.762;2;0;DD;08-juil
P16;M;2.0380;0;10;DE;08-juil
P16;M;2.0380;1;5;DE;08-juil
P16;M;2.0380;2;0;DE;08-juil
P16;M;3.0160;0;10;DF;08-juil
P16;M;3.0160;1;0;DF;08-juil
P16;M;3.0160;2;0;DF;08-juil
P16;M;0.00;0;10;ControlE;23-juil
P16;M;0.00;1;10;ControlE;23-juil
P16;M;0.00;2;10;ControlE;23-juil
P16;M;0.507;0;10;EA;23-juil
P16;M;0.507;1;10;EA;23-juil
P16;M;0.507;2;10;EA;23-juil
P16;M;0.00;0;10;ControlF;28-juil
P16;M;0.00;1;10;ControlF;28-juil
P16;M;0.00;2;10;ControlF;28-juil
P16;M;4.9960;0;10;FA;28-juil
P16;M;4.9960;1;0;FA;28-juil
P16;M;4.9960;2;0;FA;28-juil
P16;M;0.00;0;10;ControlG;04-août
P16;M;0.00;1;10;ControlG;04-août
P16;M;0.00;2;9;ControlG;04-août
P16;M;4.9960;0;10;GA;04-août
P16;M;4.9960;1;0;GA;04-août
P16;M;4.9960;2;0;GA;04-août
P16;M;4.9960;0;10;GB;04-août
P16;M;4.9960;1;0;GB;04-août
P16;M;4.9960;2;0;GB;04-août
P16;M;4.9960;0;10;GC;04-août
P16;M;4.9960;1;0;GC;04-août
P16;M;4.9960;2;0;GC;04-août
P16;M;4.9960;0;10;GD;04-août
P16;M;4.9960;1;0;GD;04-août
P16;M;4.9960;2;0;GD;04-août
P16;M;0.00;0;10;ControlH;18-août
P16;M;0.00;1;10;ControlH;18-août
P16;M;0.00;2;10;ControlH;18-août
P16;M;0.258;0;10;HA;18-août
P16;M;0.258;1;9;HA;18-août
P16;M;0.258;2;7;HA;18-août
P16;M;0.258;0;10;HB;18-août
P16;M;0.258;1;10;HB;18-août
P16;M;0.258;2;9;HB;18-août
P16;M;0.258;0;10;HC;18-août
P16;M;0.258;1;10;HC;18-août
P16;M;0.258;2;10;HC;18-août
P16;M;0.258;0;10;HD;18-août
P16;M;0.258;1;8;HD;18-août
P16;M;0.258;2;8;HD;18-août
P16;M;0.258;0;10;HE;18-août
P16;M;0.258;1;8;HE;18-août
P16;M;0.258;2;8;HE;18-août
RE0;M;0.00;0;10;ControlA;26-févr
RE0;M;0.00;1;10;ControlA;26-févr
RE0;M;0.00;2;10;ControlA;26-févr
RE0;M;0.9930;0;10;AA;26-févr
RE0;M;0.9930;1;9;AA;26-févr
RE0;M;0.9930;2;5;AA;26-févr
RE0;M;1.255;0;10;AB;26-févr
RE0;M;1.255;1;6;AB;26-févr
RE0;M;1.255;2;5;AB;26-févr
RE0;M;1.5200;0;10;AC;26-févr
RE0;M;1.5200;1;8;AC;26-févr
RE0;M;1.5200;2;6;AC;26-févr
RE0;M;1.762;0;10;AD;26-févr
RE0;M;1.762;1;10;AD;26-févr
RE0;M;1.762;2;9;AD;26-févr
RE0;M;2.0380;0;10;AE;26-févr
RE0;M;2.0380;1;10;AE;26-févr
RE0;M;2.0380;2;4;AE;26-févr
RE0;M;3.0160;0;10;AF;26-févr
RE0;M;3.0160;1;4;AF;26-févr
RE0;M;3.0160;2;0;AF;26-févr
RE0;M;0.00;0;10;ControlB;26-févr
RE0;M;0.00;1;10;ControlB;26-févr
RE0;M;0.00;2;9;ControlB;26-févr
RE0;M;0.9930;0;10;BA;26-févr
RE0;M;0.9930;1;9;BA;26-févr
RE0;M;0.9930;2;7;BA;26-févr
RE0;M;1.255;0;10;BB;26-févr
RE0;M;1.255;1;6;BB;26-févr
RE0;M;1.255;2;5;BB;26-févr
RE0;M;1.5200;0;10;BC;26-févr
RE0;M;1.5200;1;4;BC;26-févr
RE0;M;1.5200;2;3;BC;26-févr
RE0;M;1.762;0;10;BD;26-févr
RE0;M;1.762;1;6;BD;26-févr
RE0;M;1.762;2;4;BD;26-févr
RE0;M;2.0380;0;10;BE;26-févr
RE0;M;2.0380;1;7;BE;26-févr
RE0;M;2.0380;2;2;BE;26-févr
RE0;M;3.0160;0;10;BF;26-févr
RE0;M;3.0160;1;4;BF;26-févr
RE0;M;3.0160;2;0;BF;26-févr
RE0;M;0.00;0;10;ControlC;03-mars
RE0;M;0.00;1;10;ControlC;03-mars
RE0;M;0.00;2;9;ControlC;03-mars
RE0;M;0.9930;0;10;CA;03-mars
RE0;M;0.9930;1;7;CA;03-mars
RE0;M;0.9930;2;4;CA;03-mars
RE0;M;1.255;0;10;CB;03-mars
RE0;M;1.255;1;2;CB;03-mars
RE0;M;1.255;2;0;CB;03-mars
RE0;M;1.5200;0;10;CC;03-mars
RE0;M;1.5200;1;4;CC;03-mars
RE0;M;1.5200;2;1;CC;03-mars
RE0;M;1.762;0;10;CD;03-mars
RE0;M;1.762;1;4;CD;03-mars
RE0;M;1.762;2;0;CD;03-mars
RE0;M;2.0380;0;10;CE;03-mars
RE0;M;2.0380;1;3;CE;03-mars
RE0;M;2.0380;2;0;CE;03-mars
RE0;M;3.0160;0;10;CF;03-mars
RE0;M;3.0160;1;0;CF;03-mars
RE0;M;3.0160;2;0;CF;03-mars
RE0;M;0.00;0;10;ControlD;03-mars
RE0;M;0.00;1;10;ControlD;03-mars
RE0;M;0.00;2;10;ControlD;03-mars
RE0;M;0.9930;0;10;DA;03-mars
RE0;M;0.9930;1;8;DA;03-mars
RE0;M;0.9930;2;8;DA;03-mars
RE0;M;1.255;0;10;DB;03-mars
RE0;M;1.255;1;8;DB;03-mars
RE0;M;1.255;2;3;DB;03-mars
RE0;M;1.5200;0;10;DC;03-mars
RE0;M;1.5200;1;2;DC;03-mars
RE0;M;1.5200;2;0;DC;03-mars
RE0;M;1.762;0;10;DD;03-mars
RE0;M;1.762;1;0;DD;03-mars
RE0;M;1.762;2;0;DD;03-mars
RE0;M;2.0380;0;10;DE;03-mars
RE0;M;2.0380;1;1;DE;03-mars
RE0;M;2.0380;2;0;DE;03-mars
RE0;M;3.0160;0;10;DF;03-mars
RE0;M;3.0160;1;0;DF;03-mars
RE0;M;3.0160;2;0;DF;03-mars
RE0;M;0.00;0;10;ControlE;03-mars
RE0;M;0.00;1;10;ControlE;03-mars
RE0;M;0.00;2;10;ControlE;03-mars
RE0;M;0.9930;0;10;EA;03-mars
