ID;time;volume;type;MIT_conc_nom;CMIT_conc_nom;CMITMIT_conc_nom;MIT_conc_theo;CMIT_conc_theo;SI_conc_theo;replicate;MIT;CMIT;SI
TC_08_85_J7_R5;7;85;chronic;0.8;0;0;NA;0;0.8;5;6.314;0,00;33.826
BLANC_R6;NA;NA;control;0;0;0;0;0;0;6;0,00;0,00;0,00
G_CM_0-8_R6;NA;NA;range;0.2;0.6;0.8;0.2;0.6;0.2;6;1671.23;6735.119;1874.488
G_CM_0-6_R6;NA;NA;range;0.15;0.45;0.6;0.15;0.45;0.2;6;1222.24;5074.427;1857.716
G_CM_0-2_R6;NA;NA;range;0.05;0.15;0.2;0.05;0.15;0.2;6;445.448;1866.866;1975.226
G_CM_0-04_R6;NA;NA;range;0.01;0.03;0.04;0.01;0.03;0.2;6;99.271;431.646;2075.803
G_CM_0-02_R6;NA;NA;range;0.005;0.015;0.02;0.005;0.015;0.2;6;51.51;220.08;2052.381
G_M_6-5m_R6;NA;NA;range;6.5;0;0;6.5;0;1.5;6;19308.461;0,00;5862.462
G_M_5-5m_R6;NA;NA;range;5.5;0;0;5.5;0;1.5;6;17172.494;0,00;6299.791
G_M_1-5m_R6;NA;NA;range;1.5;0;0;1.5;0;1.5;6;6142.912;0,00;8501.721
G_M_0-2m_R6;NA;NA;range;0.2;0;0;0.2;0;1.5;6;1076.088;0,00;10096.834
G_M_0-1m_R6;NA;NA;range;0.1;0;0;0.1;0;1.5;6;517.949;0,00;10169.859
G_M_90u_R6;NA;NA;range;90;0;0;90;0;50;6;655.597;0,00;466.082
G_M_75u_R6;NA;NA;range;75;0;0;75;0;50;6;577.203;0,00;507.776
G_M_50u_R6;NA;NA;range;50;0;0;50;0;50;6;411.559;0,00;461.896
G_M_25u_R6;NA;NA;range;25;0;0;25;0;50;6;195.832;0,00;510.355
G_M_10u_R6;NA;NA;range;10;0;0;10;0;50;6;88.022;0,00;486.794
G_M_1-6u_R6;NA;NA;range;1.6;0;0;1.6;0;0.8;6;19.042;0,00;0,00
G_M_1-2u_R6;NA;NA;range;1.2;0;0;1.2;0;0.8;6;12.067;0,00;10.171
G_M_0-8u_R6;NA;NA;range;0.8;0;0;0.8;0;0.8;6;1.489;0,00;14.301
G_M_0-4u_R6;NA;NA;range;0.4;0;0;0.4;0;0.8;6;0.582;0,00;10.288
G_M_0-1u_R6;NA;NA;range;0.1;0;0;0.1;0;0.8;6;1.518;0,00;9.127
TA_CM_0-6_0_R6;0;NA;acute;0.15;0.45;0.6;NA;NA;0.2;6;2239.318;7011.544;2830.494
TA_CM_0-6_24_R6;1;NA;acute;0.15;0.45;0.6;NA;NA;0.2;6;2162.819;6984.938;2803.575
TA_CM_0-5_0_R6;0;NA;acute;0.125;0.375;0.5;NA;NA;0.2;6;1968.096;6147.915;2758.121
TA_CM_0-5_24_R6;1;NA;acute;0.125;0.375;0.5;NA;NA;0.2;6;1876.938;6069.2;2672.794
TA_CM_0-42_0_R6;0;NA;acute;0.105;0.315;0.42;NA;NA;0.2;6;1733.374;5309.272;2844.154
TA_CM_0-42_24_R6;1;NA;acute;0.105;0.315;0.42;NA;NA;0.2;6;1637.566;5265.524;2873.105
TA_CM_0-36_0_R6;0;NA;acute;0.09;0.27;0.36;NA;NA;0.2;6;1490.282;4636.572;2963.7
TA_CM_0-36_24_R6;1;NA;acute;0.09;0.27;0.36;NA;NA;0.2;6;1503.951;4733.425;2978.679
TA_CM_0-30_0_R6;0;NA;acute;0.075;0.225;0.30;NA;NA;0.2;6;1304.117;4024.195;3110.327
TA_CM_0-30_24_R6;1;NA;acute;0.075;0.225;0.30;NA;NA;0.2;6;1317.677;4050.469;3105.504
TA_CM_0-24_0_R6;0;NA;acute;0.06;0.18;0.24;NA;NA;0.2;6;1025.866;3306.31;3053.071
TA_CM_0-24_24_R6;1;NA;acute;0.06;0.18;0.24;NA;NA;0.2;6;1031.446;3371.984;3216.191
TA_CM_0-18_0_R6;0;NA;acute;0.045;0.135;0.18;NA;NA;0.2;6;857.223;2618.05;3136.907
TA_CM_0-18_24_R6;1;NA;acute;0.045;0.135;0.18;NA;NA;0.2;6;762.071;2607.762;3385.463
TA_CM_0-15_0_R6;0;NA;acute;0.0375;0.1125;0.15;NA;NA;0.2;6;726.309;2248.628;3062.987
TA_CM_0-15_24_R6;1;NA;acute;0.0375;0.1125;0.15;NA;NA;0.2;6;718.271;2296.526;3333.362
TA_CM_0-12_0_R6;0;NA;acute;0.03;0.09;0.12;NA;NA;0.2;6;580.633;1852.342;3264.218
TA_CM_0-12_24_R6;1;NA;acute;0.03;0.09;0.12;NA;NA;0.2;6;568.161;1887.246;3338.523
TA_CM_0-06_0_R6;0;NA;acute;0.015;0.045;0.06;NA;NA;0.2;6;281.023;1013.635;3305.479
TA_CM_0-06_24_R6;1;NA;acute;0.015;0.045;0.06;NA;NA;0.2;6;258.047;972.491;3458.2
TA_M_5-0_0_R6;0;NA;acute;5;0;0;NA;0;1.5;6;18188.135;0,00;7203.346
TA_M_5-0_24_R6;1;NA;acute;5;0;0;NA;0;1.5;6;17900.336;0,00;6995.629
TA_M_3-75_0_R6;0;NA;acute;3.75;0;0;NA;0;1.5;6;14875.952;0,00;8054.568
TA_M_3-75_24_R6;1;NA;acute;3.75;0;0;NA;0;1.5;6;14792.895;0,00;7470.013
TA_M_3-25_0_R6;0;NA;acute;3.25;0;0;NA;0;1.5;6;13561.119;0,00;8146.854
TA_M_3-25_24_R6;1;NA;acute;3.25;0;0;NA;0;1.5;6;13287.801;0,00;8046.344
TA_M_3-0_0_R6;0;NA;acute;3.0;0;0;NA;0;1.5;6;12647.68;0,00;8407.715
TA_M_3-0_24_R6;1;NA;acute;3.0;0;0;NA;0;1.5;6;12552.654;0,00;8306.593
TA_M_2-75_0_R6;0;NA;acute;2.75;0;0;NA;0;1.5;6;11675.565;0,00;8440.88
TA_M_2-75_24_R6;1;NA;acute;2.75;0;0;NA;0;1.5;6;11877.474;0,00;8392.811
TA_M_2-25_0_R6;0;NA;acute;2.25;0;0;NA;0;1.5;6;10396.098;0,00;8700.983
TA_M_2-25_24_R6;1;NA;acute;2.25;0;0;NA;0;1.5;6;9742.813;0,00;8824.665
TA_M_2-0_0_R6;0;NA;acute;2.0;0;0;NA;0;1.5;6;9132.781;0,00;9013.47
TA_M_2-0_24_R6;1;NA;acute;2.0;0;0;NA;0;1.5;6;9417.504;0,00;9251.956
TA_M_1-75_0_R6;0;NA;acute;1.75;0;0;NA;0;1.5;6;8392.587;0,00;9228.604
TA_M_1-75_24_R6;1;NA;acute;1.75;0;0;NA;0;1.5;6;8240.563;0,00;9626.697
TA_M_1-5_0_R6;0;NA;acute;1.5;0;0;NA;0;1.5;6;7349.548;0,00;9573.526
TA_M_1-5_24_R6;1;NA;acute;1.5;0;0;NA;0;1.5;6;7505.367;0,00;9908.312
TA_M_1-25_0_R6;0;NA;acute;1.25;0;0;NA;0;1.5;6;6490.409;0,00;10224.688
TA_M_1-25_24_R6;1;NA;acute;1.25;0;0;NA;0;1.5;6;6477.825;0,00;10425.315
TA_M_1-0_0_R6;0;NA;acute;1.0;0;0;NA;0;1.5;6;5345.919;0,00;10706.953
TA_M_1-0_24_R6;1;NA;acute;1.0;0;0;NA;0;1.5;6;5318.401;0,00;11052.479
TA_M_0-75_0_R6;0;NA;acute;0.75;0;0;NA;0;1.5;6;4282.89;0,00;11129.183
TA_M_0-75_24_R6;1;NA;acute;0.75;0;0;NA;0;1.5;6;4332.96;0,00;11132.827
TA_M_0-5_0_R6;0;NA;acute;0.5;0;0;NA;0;1.5;6;3013.919;0,00;11989.567
TA_M_0-5_24_R6;1;NA;acute;0.5;0;0;NA;0;1.5;6;2979.391;0,00;11563.253
TA_M_0-25_0_R6;0;NA;acute;0.25;0;0;NA;0;1.5;6;1655.122;0,00;12744.741
TA_M_0-25_24_R6;1;NA;acute;0.25;0;0;NA;0;1.5;6;1494.151;0,00;12425.813
TC_50_J0_R6;0;NA;chronic;50;0;0;NA;0;50;6;705.215;0,00;1727.114
TC_50_1L_J3_R6;3;1000;chronic;50;0;0;NA;0;50;6;430.474;0,00;1069.697
TC_50_1L_J7_R6;7;1000;chronic;50;0;0;NA;0;50;6;187.822;0,00;1095.107
TC_50_85_J3_R6;3;85;chronic;50;0;0;NA;0;50;6;534.136;0,00;1032.976
TC_50_85_J7_R6;7;85;chronic;50;0;0;NA;0;50;6;221.577;0,00;1128.292
TC_08_J0_R6;0;NA;chronic;0.8;0;0;NA;0;0.8;6;20.874;0,00;58.01
TC_08_1L_J3_R6;3;1000;chronic;0.8;0;0;NA;0;0.8;6;15.137;0,00;20.927
TC_08_1L_J7_R6;7;1000;chronic;0.8;0;0;NA;0;0.8;6;9.308;0,00;44.024
TC_08_85_J3_R6;3;85;chronic;0.8;0;0;NA;0;0.8;6;14.235;0,00;27.992
TC_08_85_J7_R6;7;85;chronic;0.8;0;0;NA;0;0.8;6;2.847;0,00;31.635
BLANC_R7;NA;NA;control;0;0;0;0;0;0;7;0,00;0,00;0,00
G_CM_0-8_R7;NA;NA;range;0.2;0.6;0.8;0.2;0.6;0.2;7;1599.48;6359.908;1714.504
G_CM_0-6_R7;NA;NA;range;0.15;0.45;0.6;0.15;0.45;0.2;7;1256.497;4879.734;1833.226
G_CM_0-2_R7;NA;NA;range;0.05;0.15;0.2;0.05;0.15;0.2;7;427.144;1828.192;1922.757
G_CM_0-04_R7;NA;NA;range;0.01;0.03;0.04;0.01;0.03;0.2;7;86.1;387.264;1966.517
G_CM_0-02_R7;NA;NA;range;0.005;0.015;0.02;0.005;0.015;0.2;7;43.904;219.317;1908.701
G_M_6-5m_R7;NA;NA;range;6.5;0;0;6.5;0;1.5;7;19134.393;0,00;5710.616
G_M_5-5m_R7;NA;NA;range;5.5;0;0;5.5;0;1.5;7;16310.336;0,00;5973.566
G_M_1-5m_R7;NA;NA;range;1.5;0;0;1.5;0;1.5;7;5940.485;0,00;8170.058
G_M_0-2m_R7;NA;NA;range;0.2;0;0;0.2;0;1.5;7;1011.489;0,00;9801.133
G_M_0-1m_R7;NA;NA;range;0.1;0;0;0.1;0;1.5;7;529.057;0,00;10115.651
G_M_90u_R7;NA;NA;range;90;0;0;90;0;50;7;663.607;0,00;454.759
G_M_75u_R7;NA;NA;range;75;0;0;75;0;50;7;547.425;0,00;479.909
G_M_50u_R7;NA;NA;range;50;0;0;50;0;50;7;383.208;0,00;490.098
G_M_25u_R7;NA;NA;range;25;0;0;25;0;50;7;184.386;0,00;495.443
G_M_10u_R7;NA;NA;range;10;0;0;10;0;50;7;83.983;0,00;515.341
G_M_1-6u_R7;NA;NA;range;1.6;0;0;1.6;0;0.8;7;11.634;0,00;3.905
G_M_1-2u_R7;NA;NA;range;1.2;0;0;1.2;0;0.8;7;12.323;0,00;8.125
G_M_0-8u_R7;NA;NA;range;0.8;0;0;0.8;0;0.8;7;5.224;0,00;8.628
G_M_0-4u_R7;NA;NA;range;0.4;0;0;0.4;0;0.8;7;3.951;0,00;11.613
G_M_0-1u_R7;NA;NA;range;0.1;0;0;0.1;0;0.8;7;0.767;0,00;10.539
TA_CM_0-6_0_R7;0;NA;acute;0.15;0.45;0.6;NA;NA;0.2;7;2192.376;6568.761;2518.973
TA_CM_0-6_24_R7;1;NA;acute;0.15;0.45;0.6;NA;NA;0.2;7;2094.543;6592.127;2628.725
TA_CM_0-5_0_R7;0;NA;acute;0.125;0.375;0.5;NA;NA;0.2;7;1813.061;5646.403;2621.633
TA_CM_0-5_24_R7;1;NA;acute;0.125;0.375;0.5;NA;NA;0.2;7;1833.736;5758.686;2641.961
TA_CM_0-42_0_R7;0;NA;acute;0.105;0.315;0.42;NA;NA;0.2;7;1630.092;4966.638;2766.823
TA_CM_0-42_24_R7;1;NA;acute;0.105;0.315;0.42;NA;NA;0.2;7;1564.612;4853.404;2696.635
TA_CM_0-36_0_R7;0;NA;acute;0.09;0.27;0.36;NA;NA;0.2;7;1420.959;4289.825;2727.134
TA_CM_0-36_24_R7;1;NA;acute;0.09;0.27;0.36;NA;NA;0.2;7;1453.332;4472.996;2870.042
TA_CM_0-30_0_R7;0;NA;acute;0.075;0.225;0.30;NA;NA;0.2;7;1235.892;3714.74;2827.458
TA_CM_0-30_24_R7;1;NA;acute;0.075;0.225;0.30;NA;NA;0.2;7;1233.44;3799.633;2960.569
TA_CM_0-24_0_R7;0;NA;acute;0.06;0.18;0.24;NA;NA;0.2;7;994.499;3122.518;2929.957
TA_CM_0-24_24_R7;1;NA;acute;0.06;0.18;0.24;NA;NA;0.2;7;976.634;3165.674;3032.241
TA_CM_0-18_0_R7;0;NA;acute;0.045;0.135;0.18;NA;NA;0.2;7;799.043;2592.111;3025.449
TA_CM_0-18_24_R7;1;NA;acute;0.045;0.135;0.18;NA;NA;0.2;7;688.897;2525.612;3185.938
TA_CM_0-15_0_R7;0;NA;acute;0.0375;0.1125;0.15;NA;NA;0.2;7;667.418;2131.312;2959.429
TA_CM_0-15_24_R7;1;NA;acute;0.0375;0.1125;0.15;NA;NA;0.2;7;662.313;2111.9;3189.377
TA_CM_0-12_0_R7;0;NA;acute;0.03;0.09;0.12;NA;NA;0.2;7;502.261;1721.297;3130.321
TA_CM_0-12_24_R7;1;NA;acute;0.03;0.09;0.12;NA;NA;0.2;7;529.86;1738.973;3307.543
TA_CM_0-06_0_R7;0;NA;acute;0.015;0.045;0.06;NA;NA;0.2;7;282.745;928.211;3236.759
TA_CM_0-06_24_R7;1;NA;acute;0.015;0.045;0.06;NA;NA;0.2;7;282.144;878.168;3261.032
TA_M_5-0_0_R7;0;NA;acute;5;0;0;NA;0;1.5;7;17101.758;0,00;6890.205
TA_M_5-0_24_R7;1;NA;acute;5;0;0;NA;0;1.5;7;17034.926;0,00;6935.686
TA_M_3-75_0_R7;0;NA;acute;3.75;0;0;NA;0;1.5;7;14479.312;0,00;7844.057
TA_M_3-75_24_R7;1;NA;acute;3.75;0;0;NA;0;1.5;7;14712.945;0,00;7332.698
TA_M_3-25_0_R7;0;NA;acute;3.25;0;0;NA;0;1.5;7;13107.872;0,00;8008.85
TA_M_3-25_24_R7;1;NA;acute;3.25;0;0;NA;0;1.5;7;13055.562;0,00;8059.249
TA_M_3-0_0_R7;0;NA;acute;3.0;0;0;NA;0;1.5;7;12525.484;0,00;8361.833
TA_M_3-0_24_R7;1;NA;acute;3.0;0;0;NA;0;1.5;7;12305.164;0,00;8108.045
TA_M_2-75_0_R7;0;NA;acute;2.75;0;0;NA;0;1.5;7;11448.845;0,00;8436.217
TA_M_2-75_24_R7;1;NA;acute;2.75;0;0;NA;0;1.5;7;11632.96;0,00;8388.738
TA_M_2-25_0_R7;0;NA;acute;2.25;0;0;NA;0;1.5;7;10169.907;0,00;8771.511
TA_M_2-25_24_R7;1;NA;acute;2.25;0;0;NA;0;1.5;7;9950.635;0,00;8949.228
TA_M_2-0_0_R7;0;NA;acute;2.0;0;0;NA;0;1.5;7;9328.708;0,00;9026.896
TA_M_2-0_24_R7;1;NA;acute;2.0;0;0;NA;0;1.5;7;9184.879;0,00;9029.692
TA_M_1-75_0_R7;0;NA;acute;1.75;0;0;NA;0;1.5;7;8447.85;0,00;9360.903
TA_M_1-75_24_R7;1;NA;acute;1.75;0;0;NA;0;1.5;7;8273.012;0,00;9762.328
TA_M_1-5_0_R7;0;NA;acute;1.5;0;0;NA;0;1.5;7;7032.489;0,00;9234.275
TA_M_1-5_24_R7;1;NA;acute;1.5;0;0;NA;0;1.5;7;7505.212;0,00;9905.654
TA_M_1-25_0_R7;0;NA;acute;1.25;0;0;NA;0;1.5;7;6383.444;0,00;9909.032
TA_M_1-25_24_R7;1;NA;acute;1.25;0;0;NA;0;1.5;7;6305.49;0,00;10404.503
TA_M_1-0_0_R7;0;NA;acute;1.0;0;0;NA;0;1.5;7;5161.088;0,00;10167.96
TA_M_1-0_24_R7;1;NA;acute;1.0;0;0;NA;0;1.5;7;5195.494;0,00;10651.563
TA_M_0-75_0_R7;0;NA;acute;0.75;0;0;NA;0;1.5;7;4087.339;0,00;10827.915
TA_M_0-75_24_R7;1;NA;acute;0.75;0;0;NA;0;1.5;7;3997.355;0,00;10592.532
TA_M_0-5_0_R7;0;NA;acute;0.5;0;0;NA;0;1.5;7;2730.829;0,00;11073.924
TA_M_0-5_24_R7;1;NA;acute;0.5;0;0;NA;0;1.5;7;2879.686;0,00;11355.537
TA_M_0-25_0_R7;0;NA;acute;0.25;0;0;NA;0;1.5;7;1491.852;0,00;12190.135
TA_M_0-25_24_R7;1;NA;acute;0.25;0;0;NA;0;1.5;7;1578.892;0,00;12236.812
TC_50_J0_R7;0;NA;chronic;50;0;0;NA;0;50;7;603.411;0,00;1702.783
TC_50_1L_J3_R7;3;1000;chronic;50;0;0;NA;0;50;7;443.48;0,00;1051.02
TC_50_1L_J7_R7;7;1000;chronic;50;0;0;NA;0;50;7;174.829;0,00;1112.04
TC_50_85_J3_R7;3;85;chronic;50;0;0;NA;0;50;7;542.824;0,00;1003.189
TC_50_85_J7_R7;7;85;chronic;50;0;0;NA;0;50;7;215.374;0,00;1072.588
TC_08_J0_R7;0;NA;chronic;0.8;0;0;NA;0;0.8;7;23.13;0,00;62.003
TC_08_1L_J3_R7;3;1000;chronic;0.8;0;0;NA;0;0.8;7;14.787;0,00;46.317
TC_08_1L_J7_R7;7;1000;chronic;0.8;0;0;NA;0;0.8;7;8.15;0,00;44.008
TC_08_85_J3_R7;3;85;chronic;0.8;0;0;NA;0;0.8;7;18.63;0,00;24.484
TC_08_85_J7_R7;7;85;chronic;0.8;0;0;NA;0;0.8;7;4.948;0,00;41.607
BLANC_R8;NA;NA;control;0;0;0;0;0;0;8;0,00;0,00;0,00
G_CM_0-8_R8;NA;NA;range;0.2;0.6;0.8;0.2;0.6;0.2;8;1577.105;6383.614;1757.029
G_CM_0-6_R8;NA;NA;range;0.15;0.45;0.6;0.15;0.45;0.2;8;1162.295;4659.72;1772.319
G_CM_0-2_R8;NA;NA;range;0.05;0.15;0.2;0.05;0.15;0.2;8;405.951;1828.13;1845.977
G_CM_0-04_R8;NA;NA;range;0.01;0.03;0.04;0.01;0.03;0.2;8;77.377;379.433;1918.965
G_CM_0-02_R8;NA;NA;range;0.005;0.015;0.02;0.005;0.015;0.2;8;39.771;183.053;1885.852
G_M_6-5m_R8;NA;NA;range;6.5;0;0;6.5;0;1.5;8;17919.775;0,00;5554.435
G_M_5-5m_R8;NA;NA;range;5.5;0;0;5.5;0;1.5;8;16170.283;0,00;5959.309
G_M_1-5m_R8;NA;NA;range;1.5;0;0;1.5;0;1.5;8;5902.668;0,00;7969.4
G_M_0-2m_R8;NA;NA;range;0.2;0;0;0.2;0;1.5;8;1000.157;0,00;9558.201
G_M_0-1m_R8;NA;NA;range;0.1;0;0;0.1;0;1.5;8;516.503;0,00;9771.917
G_M_90u_R8;NA;NA;range;90;0;0;90;0;50;8;640.869;0,00;467.587
G_M_75u_R8;NA;NA;range;75;0;0;75;0;50;8;585.164;0,00;470.212
G_M_50u_R8;NA;NA;range;50;0;0;50;0;50;8;381.187;0,00;486.449
G_M_25u_R8;NA;NA;range;25;0;0;25;0;50;8;166.076;0,00;481.166
G_M_10u_R8;NA;NA;range;10;0;0;10;0;50;8;84.603;0,00;481.411
G_M_1-6u_R8;NA;NA;range;1.6;0;0;1.6;0;0.8;8;18.148;0,00;7.786
G_M_1-2u_R8;NA;NA;range;1.2;0;0;1.2;0;0.8;8;9.495;0,00;8.382
G_M_0-8u_R8;NA;NA;range;0.8;0;0;0.8;0;0.8;8;8.16;0,00;5.093
G_M_0-4u_R8;NA;NA;range;0.4;0;0;0.4;0;0.8;8;1.42;0,00;11.571
G_M_0-1u_R8;NA;NA;range;0.1;0;0;0.1;0;0.8;8;0,00;0,00;13.226
TA_CM_0-6_0_R8;0;NA;acute;0.15;0.45;0.6;NA;NA;0.2;8;2095.162;6605.212;2564.632
TA_CM_0-6_24_R8;1;NA;acute;0.15;0.45;0.6;NA;NA;0.2;8;2086.632;6483.666;2602.721
TA_CM_0-5_0_R8;0;NA;acute;0.125;0.375;0.5;NA;NA;0.2;8;1833.343;5826.341;2717.223
TA_CM_0-5_24_R8;1;NA;acute;0.125;0.375;0.5;NA;NA;0.2;8;1851.175;5724.842;2651.082
TA_CM_0-42_0_R8;0;NA;acute;0.105;0.315;0.42;NA;NA;0.2;8;1560.155;5069.9;2807.313
TA_CM_0-42_24_R8;1;NA;acute;0.105;0.315;0.42;NA;NA;0.2;8;1601.218;4929.112;2759.276
TA_CM_0-36_0_R8;0;NA;acute;0.09;0.27;0.36;NA;NA;0.2;8;1337.652;4385.934;2686.395
TA_CM_0-36_24_R8;1;NA;acute;0.09;0.27;0.36;NA;NA;0.2;8;1402.923;4206.316;2707.548
TA_CM_0-30_0_R8;0;NA;acute;0.075;0.225;0.30;NA;NA;0.2;8;1122.007;3711.902;2793.312
TA_CM_0-30_24_R8;1;NA;acute;0.075;0.225;0.30;NA;NA;0.2;8;1188.265;3748.972;2890.713
TA_CM_0-24_0_R8;0;NA;acute;0.06;0.18;0.24;NA;NA;0.2;8;1013.554;3133.096;2905.541
TA_CM_0-24_24_R8;1;NA;acute;0.06;0.18;0.24;NA;NA;0.2;8;1010.926;3107.968;2959.395
TA_CM_0-18_0_R8;0;NA;acute;0.045;0.135;0.18;NA;NA;0.2;8;761.284;2496.798;3020.171
TA_CM_0-18_24_R8;1;NA;acute;0.045;0.135;0.18;NA;NA;0.2;8;763.372;2463.323;3098.327
TA_CM_0-15_0_R8;0;NA;acute;0.0375;0.1125;0.15;NA;NA;0.2;8;662.866;2102.076;2875.624
TA_CM_0-15_24_R8;1;NA;acute;0.0375;0.1125;0.15;NA;NA;0.2;8;624.71;2203.015;3144.197
TA_CM_0-12_0_R8;0;NA;acute;0.03;0.09;0.12;NA;NA;0.2;8;520.126;1759.37;2990.483
